order_id,order_date,order_value,quantity,category,discount_pct,payment_method,cod_charge,customer_id,account_age_days,prior_orders,prior_rto_count,pincode,courier_id,pincode_tier,historical_pincode_rto_rate,orders_last_24h,device_cluster_size,rto_label
ORD000003505,2026-03-20 01:46:31,1654.93,2,Jewelry,0.0,UPI,0.0,CUST003565,1277,0,0,100543,Courier_B,1,0.2293,5,5,0
ORD000003506,2026-03-20 01:48:41,304.33,1,Apparel,6.47,Net Banking,0.0,CUST001998,1293,24,2,100072,Courier_B,2,0.412,3,3,0
ORD000003507,2026-03-20 01:54:43,451.03,1,Apparel,37.7,COD,59.0,CUST003381,606,12,7,100512,Courier_C,3,0.2879,3,1,1
ORD000003508,2026-03-20 02:00:52,2062.05,2,Footwear,0.0,UPI,0.0,CUST006721,1146,0,0,100256,Courier_A,3,0.4914,1,4,1
ORD000003509,2026-03-20 02:13:27,1915.13,1,Home,9.33,UPI,0.0,CUST008650,1437,25,1,100272,Courier_C,1,0.2201,1,2,0
ORD000003510,2026-03-20 02:14:26,892.68,4,Beauty,15.58,Net Banking,0.0,CUST009267,1448,16,3,100302,Courier_B,1,0.2546,0,5,0
ORD000003511,2026-03-20 02:21:07,1077.88,2,Beauty,43.65,COD,39.0,CUST002812,1063,21,5,100118,Courier_D,1,0.1163,3,4,0
ORD000003512,2026-03-20 02:30:24,1316.02,1,Electronics,14.58,COD,29.0,CUST004623,1038,13,9,100430,Courier_B,1,0.1986,1,4,0
ORD000003513,2026-03-20 02:57:52,1889.54,1,Footwear,24.19,COD,59.0,CUST003728,97,38,6,100356,Courier_E,1,0.2443,0,3,1
ORD000003514,2026-03-20 03:02:41,2092.12,4,Apparel,0.0,UPI,0.0,CUST001876,368,33,7,100557,Courier_A,3,0.1321,5,1,0
ORD000003515,2026-03-20 03:06:11,656.0,2,Home,8.55,UPI,0.0,CUST007179,1285,48,7,100661,Courier_B,3,0.2711,3,4,0
ORD000003516,2026-03-20 03:15:30,333.66,1,Apparel,4.19,COD,59.0,CUST007398,855,42,5,100468,Courier_A,1,0.2545,3,1,1
ORD000003517,2026-03-20 03:24:54,490.72,3,Apparel,0.0,Debit Card,0.0,CUST008417,301,37,8,100402,Courier_B,1,0.4591,2,1,0
ORD000003518,2026-03-20 03:25:42,666.31,2,Electronics,26.4,Debit Card,0.0,CUST007241,1069,28,7,100760,Courier_A,1,0.2254,0,3,0
ORD000003519,2026-03-20 03:31:59,576.83,4,Footwear,33.12,Debit Card,0.0,CUST002109,192,25,5,100794,Courier_B,2,0.2784,1,1,1
ORD000003520,2026-03-20 03:46:04,267.8,4,Apparel,35.45,UPI,0.0,CUST009939,523,17,1,100552,Courier_B,3,0.1647,0,2,1
ORD000003521,2026-03-20 03:53:08,853.58,2,Apparel,0.0,Credit Card,0.0,CUST004124,898,22,1,100200,Courier_A,2,0.1585,2,1,0
ORD000003522,2026-03-20 04:01:33,171.7,1,Electronics,2.72,COD,79.0,CUST007954,278,4,4,100787,Courier_C,3,0.2059,5,3,1
ORD000003523,2026-03-20 04:04:09,644.39,3,Footwear,0.0,Debit Card,0.0,CUST009910,925,9,2,100198,Courier_B,2,0.3654,4,1,0
ORD000003524,2026-03-20 04:08:19,678.31,1,Home,25.38,UPI,0.0,CUST000024,334,17,2,100321,Courier_E,1,0.3928,3,2,0
ORD000003525,2026-03-20 04:10:42,659.97,2,Electronics,19.18,COD,29.0,CUST000802,388,38,3,100229,Courier_B,1,0.1064,3,3,0
ORD000003526,2026-03-20 04:17:12,1189.12,3,Jewelry,0.0,UPI,0.0,CUST006213,969,9,7,100021,Courier_B,2,0.3598,4,1,1
ORD000003527,2026-03-20 04:18:56,1069.43,4,Apparel,11.37,Debit Card,0.0,CUST002139,261,43,3,100709,Courier_A,2,0.1474,4,5,0
ORD000003528,2026-03-20 04:20:36,3562.23,3,Electronics,0.0,COD,59.0,CUST005464,192,33,5,100788,Courier_D,2,0.2725,1,4,0
ORD000003529,2026-03-20 04:22:33,397.75,1,Home,30.81,UPI,0.0,CUST004676,269,20,3,100372,Courier_E,2,0.218,2,2,1
ORD000003530,2026-03-20 04:23:06,752.55,1,Apparel,0.0,COD,20.0,CUST001864,804,29,2,100225,Courier_C,1,0.1121,2,3,1
ORD000003531,2026-03-20 04:28:51,714.93,3,Electronics,0.0,COD,39.0,CUST003173,1315,26,4,100509,Courier_A,1,0.04,3,5,0
ORD000003532,2026-03-20 04:39:54,688.52,1,Home,8.03,COD,59.0,CUST000498,627,20,2,100578,Courier_A,3,0.1807,0,3,0
ORD000003533,2026-03-20 04:45:05,218.79,2,Beauty,43.43,COD,49.0,CUST007869,739,28,2,100335,Courier_A,3,0.2619,1,2,0
ORD000003534,2026-03-20 05:01:44,233.51,1,Apparel,11.58,Credit Card,0.0,CUST002552,1281,1,1,100605,Courier_C,2,0.2825,0,4,0
ORD000003535,2026-03-20 05:20:47,604.97,2,Apparel,16.43,COD,99.0,CUST001628,1095,41,8,100651,Courier_A,2,0.2024,1,3,1
ORD000003536,2026-03-20 05:22:22,170.59,2,Apparel,27.71,UPI,0.0,CUST004370,808,31,2,100581,Courier_C,3,0.1199,0,5,0
ORD000003537,2026-03-20 05:25:56,460.65,3,Home,0.0,UPI,0.0,CUST001012,1105,48,8,100210,Courier_B,1,0.04,5,3,0
ORD000003538,2026-03-20 05:38:25,358.51,2,Footwear,7.65,UPI,0.0,CUST006484,326,41,1,100165,Courier_D,3,0.1266,1,2,1
ORD000003539,2026-03-20 05:42:12,474.19,3,Electronics,0.0,COD,59.0,CUST008952,519,47,9,100873,Courier_A,1,0.1082,1,4,1
ORD000003540,2026-03-20 06:08:08,1489.0,2,Electronics,0.0,UPI,0.0,CUST003965,676,5,5,100988,Courier_D,1,0.1207,1,4,0
ORD000003541,2026-03-20 06:26:10,254.0,3,Home,6.48,Credit Card,0.0,CUST002793,1049,39,7,100609,Courier_C,3,0.4794,0,3,1
ORD000003542,2026-03-20 06:29:35,1206.93,1,Jewelry,0.0,UPI,0.0,CUST001421,173,40,4,100133,Courier_B,2,0.1483,3,1,0
ORD000003543,2026-03-20 06:35:18,381.06,1,Electronics,14.5,Net Banking,0.0,CUST002338,552,22,3,100846,Courier_A,1,0.1856,2,3,1
ORD000003544,2026-03-20 06:58:50,420.99,3,Home,0.0,UPI,0.0,CUST009868,989,47,1,100918,Courier_B,1,0.2992,2,3,0
ORD000003545,2026-03-20 06:59:29,873.44,1,Home,0.0,UPI,0.0,CUST001049,600,17,8,100602,Courier_B,3,0.1766,0,5,0
ORD000003546,2026-03-20 07:27:10,483.32,3,Home,28.83,COD,20.0,CUST002717,650,49,2,100978,Courier_A,2,0.1284,5,3,1
ORD000003547,2026-03-20 07:38:31,294.72,2,Electronics,14.04,Net Banking,0.0,CUST004922,50,29,2,100740,Courier_B,3,0.3358,1,5,0
ORD000003548,2026-03-20 08:00:46,447.55,2,Apparel,36.23,COD,39.0,CUST000048,1070,5,1,100307,Courier_E,2,0.1179,2,5,1
ORD000003549,2026-03-20 08:05:21,145.28,2,Apparel,0.0,UPI,0.0,CUST009276,164,26,4,100960,Courier_C,1,0.2196,5,4,1
ORD000003550,2026-03-20 08:18:31,816.44,2,Footwear,0.0,COD,49.0,CUST006818,1020,14,3,100608,Courier_B,3,0.55,2,4,1
ORD000003551,2026-03-20 08:38:47,50.33,3,Electronics,0.0,Net Banking,0.0,CUST005514,395,12,2,100073,Courier_B,1,0.2774,2,4,1
ORD000003552,2026-03-20 08:40:11,1224.66,1,Beauty,0.0,COD,39.0,CUST001011,1300,23,1,100162,Courier_B,2,0.3734,5,4,0
ORD000003553,2026-03-20 08:41:19,984.57,1,Footwear,0.0,UPI,0.0,CUST003931,549,3,2,100573,Courier_A,1,0.1049,1,5,0
ORD000003554,2026-03-20 08:53:22,2167.11,2,Electronics,15.79,COD,49.0,CUST009284,847,33,7,100446,Courier_B,1,0.2163,5,5,0
ORD000003555,2026-03-20 08:53:51,3448.39,1,Home,0.0,COD,79.0,CUST004152,1104,13,3,100359,Courier_E,3,0.2673,4,2,1
ORD000003556,2026-03-20 08:57:24,1272.34,3,Footwear,0.0,Credit Card,0.0,CUST005052,787,17,8,100610,Courier_A,3,0.4109,4,5,1
ORD000003557,2026-03-20 08:59:21,364.34,2,Footwear,35.2,UPI,0.0,CUST009701,785,27,6,100245,Courier_B,1,0.1218,1,1,0
ORD000003558,2026-03-20 09:02:41,3422.4,4,Electronics,0.0,Credit Card,0.0,CUST000604,313,3,1,100956,Courier_B,2,0.2977,1,5,1
ORD000003559,2026-03-20 09:09:09,231.56,1,Apparel,9.09,COD,79.0,CUST001613,1261,36,6,100238,Courier_B,1,0.3111,0,4,1
ORD000003560,2026-03-20 09:23:14,131.35,1,Apparel,9.11,COD,49.0,CUST008965,1030,25,6,100787,Courier_B,3,0.2059,2,2,1
ORD000003561,2026-03-20 09:26:04,2649.09,2,Home,0.0,Credit Card,0.0,CUST008195,1182,8,2,100173,Courier_A,3,0.2139,4,3,1
ORD000003562,2026-03-20 09:30:06,973.84,3,Apparel,18.32,UPI,0.0,CUST003581,1116,31,5,100167,Courier_C,1,0.1314,3,2,0
ORD000003563,2026-03-20 09:34:17,134.2,1,Electronics,0.0,COD,99.0,CUST001677,802,12,4,100641,Courier_B,3,0.1905,2,3,0
ORD000003564,2026-03-20 09:35:02,203.51,1,Home,21.34,COD,59.0,CUST006992,1427,48,6,100324,Courier_C,3,0.5453,5,2,1
ORD000003565,2026-03-20 09:38:21,935.45,2,Apparel,0.0,UPI,0.0,CUST007716,1054,43,4,100071,Courier_A,1,0.3067,3,3,1
ORD000003566,2026-03-20 09:47:23,300.07,2,Beauty,0.0,COD,79.0,CUST000695,908,5,5,100817,Courier_B,1,0.3544,0,4,1
ORD000003567,2026-03-20 09:54:13,336.66,2,Electronics,30.73,UPI,0.0,CUST005087,1371,0,0,100020,Courier_E,2,0.3095,4,5,1
ORD000003568,2026-03-20 09:54:32,2901.95,2,Apparel,0.0,UPI,0.0,CUST007198,1280,19,3,100779,Courier_A,3,0.1473,0,1,0
ORD000003569,2026-03-20 10:00:41,3356.17,3,Beauty,0.0,COD,59.0,CUST002377,851,20,5,100586,Courier_B,3,0.1261,5,5,0
ORD000003570,2026-03-20 10:03:43,676.82,2,Apparel,0.0,COD,39.0,CUST003319,23,28,8,100766,Courier_A,2,0.3287,2,1,0
ORD000003571,2026-03-20 10:12:26,533.58,1,Footwear,0.0,UPI,0.0,CUST008902,221,25,8,100097,Courier_E,3,0.507,1,5,1
ORD000003572,2026-03-20 10:15:27,1238.88,3,Apparel,18.93,Credit Card,0.0,CUST001225,412,6,6,100107,Courier_B,2,0.2338,4,2,1
ORD000003573,2026-03-20 10:16:01,384.03,3,Apparel,20.6,COD,20.0,CUST002657,282,35,1,100126,Courier_A,1,0.1898,5,5,0
ORD000003574,2026-03-20 10:30:51,101.05,2,Apparel,29.14,UPI,0.0,CUST002229,282,29,5,100990,Courier_D,2,0.2402,4,5,0
ORD000003575,2026-03-20 10:39:17,66.07,2,Electronics,20.66,COD,99.0,CUST007376,1328,38,3,100828,Courier_B,3,0.1682,3,2,1
ORD000003576,2026-03-20 10:41:18,567.43,2,Apparel,18.08,COD,39.0,CUST006602,652,28,1,100763,Courier_A,3,0.2809,1,2,1
ORD000003577,2026-03-20 10:44:31,1218.65,1,Electronics,0.0,UPI,0.0,CUST008847,1195,31,2,100977,Courier_B,2,0.3323,3,2,0
ORD000003578,2026-03-20 10:47:41,609.6,3,Electronics,38.49,Net Banking,0.0,CUST009791,1192,27,4,100512,Courier_B,3,0.2879,1,2,1
ORD000003579,2026-03-20 10:50:40,1150.52,2,Footwear,14.2,COD,79.0,CUST002406,1393,32,6,100780,Courier_C,3,0.1062,3,3,1
ORD000003580,2026-03-20 10:54:45,1246.22,2,Apparel,0.0,Debit Card,0.0,CUST008655,1264,48,5,100960,Courier_C,1,0.2196,4,2,0
ORD000003581,2026-03-20 11:01:51,1824.08,2,Apparel,28.54,COD,99.0,CUST006864,1123,8,1,100774,Courier_A,3,0.1011,1,4,0
ORD000003582,2026-03-20 11:05:56,698.55,1,Electronics,14.67,UPI,0.0,CUST004420,499,26,5,100624,Courier_B,2,0.0604,3,1,0
ORD000003583,2026-03-20 11:26:24,750.47,2,Beauty,29.54,Credit Card,0.0,CUST001769,209,40,3,100741,Courier_E,3,0.1953,3,5,0
ORD000003584,2026-03-20 11:33:48,584.39,2,Apparel,0.0,UPI,0.0,CUST005914,799,15,3,100767,Courier_A,2,0.2196,3,1,0
ORD000003585,2026-03-20 11:34:14,489.45,4,Electronics,0.0,Debit Card,0.0,CUST002208,1061,46,4,100515,Courier_A,1,0.1181,1,4,0
ORD000003586,2026-03-20 11:44:52,171.12,1,Electronics,0.0,COD,59.0,CUST003771,925,34,4,100510,Courier_A,3,0.2166,4,1,1
ORD000003587,2026-03-20 11:57:53,1537.0,3,Beauty,30.98,COD,20.0,CUST009774,623,45,2,100470,Courier_A,3,0.4652,1,2,1
ORD000003588,2026-03-20 12:15:37,442.74,3,Apparel,0.0,COD,39.0,CUST006587,987,38,0,100882,Courier_A,2,0.0647,4,2,0
ORD000003589,2026-03-20 12:30:36,422.91,3,Home,0.0,COD,79.0,CUST004662,572,39,9,100398,Courier_B,1,0.1124,3,2,1
ORD000003590,2026-03-20 12:40:06,390.22,1,Electronics,9.41,UPI,0.0,CUST004050,1127,18,0,100985,Courier_D,2,0.04,4,1,1
ORD000003591,2026-03-20 12:44:40,205.96,3,Apparel,0.0,UPI,0.0,CUST006556,840,4,0,100871,Courier_D,1,0.251,4,2,1
ORD000003592,2026-03-20 12:49:00,562.04,4,Electronics,0.0,Credit Card,0.0,CUST003290,250,11,0,100844,Courier_A,1,0.1515,2,5,0
ORD000003593,2026-03-20 12:54:51,909.72,1,Apparel,18.13,COD,49.0,CUST003486,1041,39,5,100164,Courier_B,2,0.1145,4,3,1
ORD000003594,2026-03-20 13:02:47,342.33,1,Electronics,0.0,COD,79.0,CUST002483,1154,9,8,100931,Courier_B,3,0.1002,5,4,0
ORD000003595,2026-03-20 13:44:31,1380.33,1,Home,0.0,Credit Card,0.0,CUST005784,549,11,5,100895,Courier_B,2,0.1326,4,2,1
ORD000003596,2026-03-20 13:58:38,448.21,2,Apparel,0.0,UPI,0.0,CUST002115,1144,12,3,100352,Courier_C,1,0.3462,2,5,1
ORD000003597,2026-03-20 14:09:24,176.6,3,Electronics,0.0,Credit Card,0.0,CUST005232,802,48,1,100313,Courier_E,1,0.0827,0,2,0
ORD000003598,2026-03-20 14:29:59,1806.16,2,Beauty,24.49,UPI,0.0,CUST000535,17,1,1,100668,Courier_C,3,0.3735,4,1,1
ORD000003599,2026-03-20 14:44:39,705.4,2,Home,0.0,COD,20.0,CUST002683,402,22,0,100001,Courier_E,3,0.1716,1,4,1
ORD000003600,2026-03-20 14:45:29,1200.66,4,Electronics,0.0,Debit Card,0.0,CUST007368,1109,33,4,100128,Courier_A,2,0.2253,3,4,1
ORD000003601,2026-03-20 14:46:09,1223.52,5,Beauty,29.53,COD,99.0,CUST004152,1451,15,5,100532,Courier_B,1,0.2593,4,5,0
ORD000003602,2026-03-20 14:52:05,282.34,1,Apparel,6.25,COD,79.0,CUST009671,1308,13,6,100158,Courier_B,2,0.0985,5,4,0
ORD000003603,2026-03-20 14:53:27,396.42,1,Footwear,2.56,Debit Card,0.0,CUST007039,295,35,6,100841,Courier_B,2,0.2439,3,5,0
ORD000003604,2026-03-20 14:54:58,1376.68,2,Footwear,5.72,COD,79.0,CUST001907,379,9,0,100795,Courier_A,1,0.3023,3,4,0
ORD000003605,2026-03-20 14:54:58,2612.79,2,Jewelry,0.0,UPI,0.0,CUST000625,408,31,6,100400,Courier_C,3,0.3091,3,4,0
ORD000003606,2026-03-20 14:55:14,633.1,1,Electronics,0.0,COD,20.0,CUST000898,1132,10,1,100131,Courier_D,2,0.0931,2,4,1
ORD000003607,2026-03-20 15:06:53,364.4,2,Electronics,0.0,COD,20.0,CUST000122,677,23,2,100578,Courier_D,3,0.1807,1,5,0
ORD000003608,2026-03-20 15:26:06,2312.0,2,Beauty,40.1,COD,99.0,CUST008563,547,25,0,100353,Courier_E,2,0.08,0,3,0
ORD000003609,2026-03-20 15:27:49,364.56,1,Apparel,0.0,Credit Card,0.0,CUST008454,1201,29,5,100961,Courier_A,2,0.0939,3,2,0
ORD000003610,2026-03-20 15:55:53,783.03,1,Footwear,0.0,COD,59.0,CUST007444,849,19,2,100899,Courier_E,2,0.1329,1,2,1
ORD000003611,2026-03-20 15:58:01,427.42,2,Footwear,32.64,COD,59.0,CUST002978,145,3,2,100271,Courier_C,1,0.3003,3,1,0
ORD000003612,2026-03-20 16:19:21,746.4,1,Apparel,0.0,UPI,0.0,CUST009798,235,16,3,100933,Courier_A,2,0.2362,3,2,1
ORD000003613,2026-03-20 16:19:23,282.49,2,Apparel,24.93,UPI,0.0,CUST003275,944,27,5,100651,Courier_D,2,0.2024,2,2,0
ORD000003614,2026-03-20 16:35:27,445.98,2,Jewelry,10.66,COD,79.0,CUST009898,824,37,3,100567,Courier_C,1,0.2502,5,1,0
ORD000003615,2026-03-20 16:44:03,364.37,5,Beauty,0.0,UPI,0.0,CUST002324,906,23,9,100966,Courier_C,2,0.2731,1,2,0
ORD000003616,2026-03-20 16:44:15,1022.28,2,Footwear,0.0,UPI,0.0,CUST005286,28,22,2,100852,Courier_A,3,0.2261,2,5,0
ORD000003617,2026-03-20 16:46:46,685.79,1,Electronics,0.0,UPI,0.0,CUST009115,541,12,1,100311,Courier_B,3,0.3522,4,4,0
ORD000003618,2026-03-20 16:50:08,1217.02,2,Electronics,3.0,UPI,0.0,CUST000126,719,22,6,100411,Courier_D,1,0.55,0,2,1
ORD000003619,2026-03-20 17:10:51,310.88,3,Electronics,33.15,COD,29.0,CUST004170,834,3,2,100005,Courier_C,3,0.4861,0,4,1
ORD000003620,2026-03-20 17:15:54,509.4,5,Apparel,8.08,COD,20.0,CUST007265,493,2,2,100670,Courier_B,3,0.0596,3,3,0
ORD000003621,2026-03-20 17:22:42,992.3,1,Home,12.17,UPI,0.0,CUST000071,670,38,1,100453,Courier_A,1,0.0773,0,1,0
ORD000003622,2026-03-20 17:26:38,1196.27,3,Electronics,0.0,UPI,0.0,CUST005217,935,35,6,100276,Courier_B,2,0.3232,1,3,0
ORD000003623,2026-03-20 17:36:30,189.31,2,Apparel,16.65,COD,59.0,CUST003050,564,14,1,100758,Courier_A,1,0.3263,1,1,1
ORD000003624,2026-03-20 17:39:51,776.07,2,Footwear,0.0,COD,29.0,CUST000697,796,49,2,100780,Courier_E,3,0.1062,0,2,1
ORD000003625,2026-03-20 17:53:03,314.0,1,Apparel,0.0,UPI,0.0,CUST006737,139,23,7,100122,Courier_B,2,0.069,1,3,0
ORD000003626,2026-03-20 18:17:47,1245.68,2,Home,0.0,COD,79.0,CUST001690,543,16,8,100290,Courier_D,3,0.3032,3,1,1
ORD000003627,2026-03-20 18:32:53,2666.19,3,Apparel,0.0,COD,29.0,CUST007813,310,25,9,100020,Courier_B,2,0.3095,3,3,1
ORD000003628,2026-03-20 18:34:30,74.48,6,Electronics,0.0,UPI,0.0,CUST000555,671,10,2,100213,Courier_A,2,0.1571,5,1,1
ORD000003629,2026-03-20 18:37:43,356.11,3,Apparel,25.68,Credit Card,0.0,CUST000734,6,35,4,100856,Courier_B,1,0.2152,5,2,0
ORD000003630,2026-03-20 18:37:59,743.24,2,Home,20.59,COD,39.0,CUST009381,193,12,4,100047,Courier_B,3,0.364,3,3,1
ORD000003631,2026-03-20 19:19:46,600.0,1,Home,0.0,COD,59.0,CUST008000,971,25,5,100718,Courier_C,1,0.2702,1,5,1
ORD000003632,2026-03-20 19:27:32,1276.3,1,Home,4.75,COD,39.0,CUST004728,1400,18,2,100549,Courier_D,3,0.2996,5,5,1
ORD000003633,2026-03-20 19:40:51,641.14,2,Apparel,32.57,COD,79.0,CUST006782,201,16,0,100501,Courier_C,2,0.3316,3,5,0
ORD000003634,2026-03-20 19:43:48,393.94,1,Apparel,0.0,COD,49.0,CUST008493,609,12,9,100893,Courier_D,3,0.1231,5,3,1
ORD000003635,2026-03-20 19:55:47,266.06,3,Electronics,31.21,UPI,0.0,CUST007181,358,16,4,100241,Courier_B,2,0.3027,1,4,0
ORD000003636,2026-03-20 19:56:02,232.57,3,Electronics,0.0,Net Banking,0.0,CUST007447,671,35,5,100666,Courier_B,2,0.2975,2,2,1
ORD000003637,2026-03-20 20:24:42,332.22,1,Home,0.0,COD,59.0,CUST009881,81,30,5,100517,Courier_B,1,0.2098,4,4,1
ORD000003638,2026-03-20 20:52:55,382.96,2,Jewelry,0.0,COD,79.0,CUST004279,633,1,0,100245,Courier_C,1,0.1218,5,3,0
ORD000003639,2026-03-20 21:04:09,818.11,1,Footwear,8.0,COD,49.0,CUST001534,1127,21,5,100698,Courier_A,1,0.1925,3,3,1
ORD000003640,2026-03-20 21:05:46,530.92,2,Footwear,0.0,COD,20.0,CUST009696,455,22,6,100592,Courier_C,1,0.3247,3,4,1
ORD000003641,2026-03-20 21:21:40,357.55,2,Electronics,0.0,Debit Card,0.0,CUST005575,590,17,0,100612,Courier_A,3,0.3095,2,1,0
ORD000003642,2026-03-20 21:29:16,268.42,2,Apparel,0.0,UPI,0.0,CUST006838,698,18,2,100919,Courier_E,2,0.112,3,5,0
ORD000003643,2026-03-20 21:29:24,343.06,1,Jewelry,0.0,Debit Card,0.0,CUST006295,1232,48,1,100125,Courier_B,2,0.073,0,1,0
ORD000003644,2026-03-20 21:48:14,383.28,2,Home,31.78,COD,39.0,CUST000318,246,10,6,100073,Courier_B,1,0.2774,4,1,1
ORD000003645,2026-03-20 22:01:56,330.8,1,Apparel,15.44,COD,20.0,CUST003224,143,3,3,100232,Courier_A,1,0.0687,0,5,0
ORD000003646,2026-03-20 22:02:27,1031.21,4,Beauty,30.41,COD,39.0,CUST004636,1437,21,7,100649,Courier_B,3,0.118,1,1,1
ORD000003647,2026-03-20 22:07:44,1798.01,3,Apparel,0.0,COD,79.0,CUST002349,374,17,7,100733,Courier_A,3,0.2608,5,3,1
ORD000003648,2026-03-20 22:30:33,234.9,3,Apparel,13.0,COD,20.0,CUST004974,523,18,0,100700,Courier_D,2,0.1264,1,4,0
ORD000003649,2026-03-20 22:32:43,1473.51,3,Beauty,3.32,COD,79.0,CUST004716,531,34,5,100639,Courier_D,3,0.1756,5,4,1
ORD000003650,2026-03-20 22:43:37,1047.95,2,Electronics,16.65,COD,29.0,CUST009185,259,27,6,100862,Courier_E,1,0.2505,1,1,0
ORD000003651,2026-03-20 23:06:04,694.99,2,Apparel,0.0,UPI,0.0,CUST009337,1011,35,6,100205,Courier_B,1,0.3891,5,1,0
ORD000003652,2026-03-20 23:06:14,2041.28,2,Jewelry,28.03,UPI,0.0,CUST007166,1001,20,6,100642,Courier_A,3,0.1144,0,4,0
ORD000003653,2026-03-20 23:29:12,525.2,2,Electronics,15.69,UPI,0.0,CUST001865,770,11,9,100174,Courier_B,3,0.4295,2,3,1
ORD000003654,2026-03-20 23:47:37,830.08,1,Electronics,19.38,UPI,0.0,CUST004959,807,48,4,100914,Courier_C,2,0.1167,4,2,0
ORD000003655,2026-03-21 00:03:56,664.46,1,Apparel,21.28,UPI,0.0,CUST003298,701,10,1,100375,Courier_C,1,0.0912,3,1,0
ORD000003656,2026-03-21 00:04:31,626.08,2,Jewelry,0.0,UPI,0.0,CUST004139,952,30,5,100263,Courier_A,3,0.2382,5,4,1
ORD000003657,2026-03-21 00:05:40,868.87,3,Apparel,18.38,UPI,0.0,CUST005781,1391,33,2,100216,Courier_B,1,0.2398,0,3,0
ORD000003658,2026-03-21 00:26:27,624.62,2,Footwear,0.0,COD,99.0,CUST004054,236,20,5,100491,Courier_B,3,0.3404,4,2,1
ORD000003659,2026-03-21 00:29:23,873.84,1,Jewelry,0.0,Credit Card,0.0,CUST009068,393,14,6,100824,Courier_B,2,0.251,1,3,1
ORD000003660,2026-03-21 00:32:11,352.18,4,Footwear,8.31,UPI,0.0,CUST009612,1416,18,6,100550,Courier_C,3,0.0708,1,1,0
ORD000003661,2026-03-21 00:47:00,361.09,1,Jewelry,10.29,COD,29.0,CUST000423,87,44,9,100287,Courier_B,2,0.3074,4,2,0
ORD000003662,2026-03-21 00:49:57,350.9,3,Footwear,26.11,COD,49.0,CUST006965,1171,43,1,100239,Courier_B,2,0.3711,5,1,0
ORD000003663,2026-03-21 00:57:33,449.51,1,Beauty,0.0,UPI,0.0,CUST004621,1430,31,1,100298,Courier_C,1,0.1455,0,1,0
ORD000003664,2026-03-21 01:00:58,1353.74,2,Footwear,4.61,Debit Card,0.0,CUST008770,527,37,3,100912,Courier_C,2,0.1358,3,2,0
ORD000003665,2026-03-21 01:01:45,415.81,2,Beauty,26.54,Credit Card,0.0,CUST007617,534,16,6,100021,Courier_A,2,0.3598,3,4,1
ORD000003666,2026-03-21 01:05:07,1014.31,2,Beauty,0.0,COD,39.0,CUST003468,789,0,0,100480,Courier_A,1,0.1085,0,3,1
ORD000003667,2026-03-21 01:08:00,744.24,4,Electronics,23.14,COD,39.0,CUST001433,1029,1,0,100642,Courier_D,3,0.1144,1,3,1
ORD000003668,2026-03-21 01:14:10,422.78,1,Home,9.33,Credit Card,0.0,CUST007751,342,42,0,100866,Courier_E,3,0.0612,5,5,0
ORD000003669,2026-03-21 01:18:04,1715.3,5,Electronics,19.55,Credit Card,0.0,CUST001801,172,35,8,100345,Courier_C,1,0.149,5,3,0
ORD000003670,2026-03-21 01:38:49,1084.52,1,Footwear,0.0,COD,79.0,CUST009439,174,44,7,100713,Courier_B,3,0.3363,3,2,1
ORD000003671,2026-03-21 01:39:09,602.7,1,Beauty,0.0,COD,20.0,CUST000212,1048,34,4,100671,Courier_C,2,0.0882,2,2,1
ORD000003672,2026-03-21 01:39:33,564.02,3,Apparel,18.93,UPI,0.0,CUST006346,691,29,4,100596,Courier_A,2,0.2339,5,1,0
ORD000003673,2026-03-21 01:44:16,648.71,2,Apparel,13.97,COD,99.0,CUST009513,1356,47,3,100829,Courier_C,1,0.3197,0,2,0
ORD000003674,2026-03-21 01:57:19,177.04,1,Footwear,40.14,COD,59.0,CUST000440,481,13,9,100799,Courier_B,2,0.2739,2,3,0
ORD000003675,2026-03-21 02:00:08,311.07,1,Electronics,26.69,UPI,0.0,CUST001730,1062,20,0,100979,Courier_D,2,0.1827,0,4,0
ORD000003676,2026-03-21 02:04:49,871.32,1,Beauty,0.0,COD,29.0,CUST002197,1214,41,2,100300,Courier_B,2,0.2199,4,3,0
ORD000003677,2026-03-21 02:15:59,169.64,1,Apparel,36.19,COD,49.0,CUST004447,1398,11,0,100632,Courier_A,2,0.2035,3,4,1
ORD000003678,2026-03-21 02:26:58,330.93,4,Jewelry,0.0,UPI,0.0,CUST008053,483,7,1,100327,Courier_E,1,0.2022,2,4,0
ORD000003679,2026-03-21 02:27:07,439.64,2,Jewelry,0.0,UPI,0.0,CUST005253,439,45,9,100281,Courier_B,2,0.0563,1,5,1
ORD000003680,2026-03-21 02:48:16,6142.11,3,Electronics,0.0,Credit Card,0.0,CUST004577,524,8,2,100826,Courier_B,3,0.21,4,1,0
ORD000003681,2026-03-21 02:51:57,1031.73,1,Footwear,16.55,COD,20.0,CUST009198,1250,39,5,100017,Courier_A,1,0.2384,1,1,1
ORD000003682,2026-03-21 03:02:43,1447.91,2,Jewelry,29.58,UPI,0.0,CUST004321,425,27,0,100241,Courier_C,2,0.3027,1,1,1
ORD000003683,2026-03-21 03:08:41,316.04,3,Home,0.0,Debit Card,0.0,CUST004802,231,9,9,100503,Courier_D,3,0.2298,1,2,0
